Variable,center_year,quadratic_coef,linear_coef,intercept,R2
dT2M_z,2013.0,0.004355432503930466,0.020459488923437966,-0.1916390301729405,0.04979653719941446
neg_dGLASS_Albedo_z,2013.0,-0.007844671305070746,0.0020617961910547773,0.3451655374231128,0.0992731234567451
