Latitude,T2M_mean_C,GLASS_albedo_mean,T2M_slope_C_per_year,GLASS_albedo_slope_per_year
-11.5,23.530273,0.13402466,0.0261628409766397,0.0002936030799103349
-11.75,23.497662,0.13313936,0.02628964457122987,0.00029108417100119085
-12.0,23.48768,0.13308683,0.026466715961199976,0.0003016253316473113
-12.25,23.553385,0.13232473,0.02640585610820078,0.00028975665982605996
-12.5,23.517612,0.13254204,0.026714056577581635,0.00027438706659288373
-12.75,23.432507,0.13333775,0.02719023228943922,0.00026905735951924696
-13.0,23.200182,0.13390498,0.027808397205680013,0.0002651868478562485
-13.25,22.976776,0.13464896,0.028846742035921965,0.0002831147001518094
-13.5,22.853636,0.13523112,0.029763004424309708,0.0002815047932312062
-13.75,22.759846,0.13624461,0.03111037623145761,0.00027597185980861056
-14.0,22.615055,0.13822219,0.032732889319448226,0.00028474254686027353
-14.25,22.701706,0.13901806,0.033838668819016544,0.00027859579632484295
-14.5,22.584368,0.13991407,0.03494610820507217,0.0002813298296883839
-14.75,22.646128,0.14219305,0.03646603853806205,0.00025880978046916427
-15.0,22.705545,0.14279535,0.03664596219723398,0.00023959199284021512
-15.25,22.94925,0.14245903,0.03695303545764626,0.00023851765678491207
-15.5,23.39588,0.14266631,0.0363339072758883,0.0002329788493515676
-15.75,23.649475,0.14435872,0.03609149766008791,0.00022940174797711572
-16.0,23.682285,0.14742504,0.03583149596030667,0.0002209455480386443
-16.25,23.76814,0.14714035,0.035682656108469206,0.00023684820941242694
-16.5,23.673761,0.14662799,0.03516868274846951,0.00023968556990799518
-16.75,23.609858,0.14733893,0.034578779344733676,0.0002413068036168447
-17.0,23.521002,0.14964363,0.0348727896197006,0.00021294430025959433
-17.25,23.52662,0.15033983,0.03441413113157348,0.00021317180408083873
-17.5,23.475239,0.15378252,0.03361243808590069,0.00023667858611604143
-17.75,23.426376,0.15495934,0.03220085576505222,0.0002241769884121853
-18.0,23.372837,0.15658754,0.03141760623583874,0.00021692567320737624
-18.25,23.349464,0.1553615,0.030734924277381215,0.0002286658435107192
-18.5,23.33386,0.15639648,0.029999011573889067,0.00022034242450047635
-18.75,23.365828,0.15873729,0.02927497206232313,0.0002205835531123322
-19.0,23.283484,0.15970664,0.02901893907827963,0.00021001046836028077
-19.25,23.209496,0.16070943,0.028265558657438856,0.00020485088614037404
-19.5,23.137497,0.16065668,0.028272798352606796,0.00020564492582680956
-19.75,23.083698,0.16177501,0.028759265553048117,0.00021663222886744154
-20.0,23.088545,0.16550897,0.028408292453307324,0.00021813223814910938
-20.25,23.10274,0.16871227,0.02804631691949288,0.0001774880605941278
-20.5,23.142052,0.16852543,0.028321794809522256,0.00017650711029801406
-20.75,23.20653,0.1671487,0.028547562233757717,0.00020434720693829464
-21.0,23.214437,0.1662109,0.028037471701747328,0.000224876676459668
-21.25,23.16929,0.16577673,0.02830494059870342,0.00022741609287217578
-21.5,23.070585,0.16679718,0.02907023283028127,0.00022971187112618032
-21.75,22.954803,0.16693503,0.02947460898754482,0.00023302336822999338
-22.0,22.821432,0.16702195,0.029690402806883218,0.00020775439352214742
-22.25,22.73634,0.16716684,0.029562364587665507,0.00021178717098974912
-22.5,22.700281,0.16784115,0.02922371616457736,0.00023298203627485626
-22.75,22.65903,0.16667835,0.029312289102050502,0.0002375858509639792
-23.0,22.565832,0.16895148,0.030271918142904843,0.0002481161629965516
-23.25,22.523975,0.16942485,0.030079083872250348,0.00022463747897726922
-23.5,22.42294,0.1712379,0.029826863208033388,0.00021728937943157284
-23.75,22.308168,0.17263575,0.02963566441660461,0.000189057352148864
-24.0,22.140308,0.17259255,0.02986584681434569,0.00023560106774840852
-24.25,22.032223,0.17056586,0.029696856671863742,0.0002989292373119209
-24.5,21.914257,0.17208989,0.02943835118467431,0.0003088205652598999
-24.75,21.746103,0.17097616,0.029446918663190273,0.00031232898837253806
-25.0,21.54841,0.17119388,0.029618828441940446,0.0003016573275589928
-25.25,21.289919,0.17200266,0.03014734581098907,0.00027955399804490067
-25.5,21.081205,0.17098846,0.030184499872174364,0.00021468489535566212
-25.75,20.862494,0.1716112,0.030052176143158086,0.00018139080002039425
-26.0,20.575119,0.17336388,0.029644642110998834,0.00017841499101877047
-26.25,20.410425,0.17434095,0.028659773442274623,0.00020525967620256604
-26.5,20.324299,0.17448668,0.028805974579580097,0.00025204274308295623
-26.75,20.22546,0.17443705,0.028249217460099063,0.0002917701603273769
-27.0,20.144615,0.17487131,0.027847700222185183,0.00028890681303806186
-27.25,20.046993,0.17483109,0.027328295128357008,0.000275717315620764
-27.5,19.935215,0.17353034,0.026889917060611106,0.00023613321127298297
-27.75,19.848934,0.17481351,0.026300970673807905,0.00020876560723723995
-28.0,19.74813,0.17463225,0.025652357279529407,0.00017980851581942268
-28.25,19.657337,0.17331965,0.024601503551735966,0.00020290546622418206
-28.5,19.557241,0.17297398,0.02442038591717411,0.0001880219520919469
-28.75,19.426697,0.17048262,0.02419078533635028,0.00016925695957495295
-29.0,19.217897,0.1732449,0.024251390938136885,0.0001271036626852077
-29.25,19.030943,0.17262651,0.02415556740615469,0.00016675548074213234
-29.5,18.946184,0.17115575,0.023632340107837026,0.00018453688590757875
-29.75,18.849152,0.16985162,0.023328404853163,0.0001434089829575603
-30.0,18.748707,0.17112488,0.022697263787357598,0.00015606898631535844
-30.25,18.543833,0.1711408,0.021209887274380387,0.00018463378662112234
-30.5,18.221926,0.1702074,0.020228659903211856,0.0002020718941314291
-30.75,18.05813,0.17001861,0.019584873470700977,0.0002529925588717773
-31.0,17.865658,0.16865626,0.018622140899103,0.0002657870790251162
-31.25,17.608217,0.16760434,0.017961749967190587,0.00022068033883929723
-31.5,17.443987,0.16527441,0.016820438899951665,0.00020095301460288764
-31.75,17.356653,0.16280852,0.01606948023257048,0.00016774878641033706
-32.0,17.245031,0.16055407,0.015411137221240717,0.00012798639406380239
-32.25,17.089584,0.15853573,0.015405563586974666,0.00010388658315895747
-32.5,16.972382,0.15786116,0.015435046989621325,6.03975601704588e-05
-32.75,16.848274,0.15338378,0.015218292075677977,6.565994808410758e-05
-33.0,16.681778,0.15523224,0.015446569470391757,5.2095759265806696e-05
-33.25,16.490768,0.15549399,0.015312886563462379,2.7062609475567098e-05
-33.5,16.379332,0.15694965,0.015103380703458598,4.3795180013951136e-05
-33.75,16.234627,0.15611964,0.015655248256356873,3.08791760536836e-05
-34.0,16.1123,0.15572378,0.015998596701962273,-1.6935836936472325e-05
-34.25,15.902617,0.16078901,0.016750633644202644,-4.265169649944843e-05
-34.5,15.70372,0.16039446,0.018230310406191396,-6.701641441742043e-05
-34.75,15.535326,0.15887885,0.018894645187998556,-7.423836800568905e-05
-35.0,15.47063,0.15998186,0.0198119011486786,-2.3132528623808997e-05
-35.25,15.266325,0.16252303,0.022581441196933397,-2.190708230348328e-05
-35.5,14.907207,0.1594043,0.023093551730517275,3.1128200812276845e-05
-35.75,14.723223,0.15475686,0.022572710408605565,8.494471548748377e-05
-36.0,14.463541,0.16010334,0.02278957436696052,5.2079256413574876e-05
-36.25,14.189949,0.15995006,0.02360643832775488,7.250017757734576e-05
-36.5,14.018655,0.15463474,0.023465751462311776,9.642688592425562e-05
-36.75,13.84274,0.1507141,0.02320322716754416,9.438380063051293e-05
-37.0,13.556317,0.14944904,0.02307354323529967,8.287629031616709e-05
-37.25,13.454193,0.14478253,0.02292826859847359,0.00014018115081378948
-37.5,13.438669,0.1452155,0.022464352742009874,0.00014627814703031415
-37.75,13.58205,0.1457305,0.023410463519528135,0.00010694689204671918
-38.0,13.676679,0.14954516,0.024591294180503386,8.570327662496819e-05
-38.25,13.639137,0.14750741,0.024690050456834877,9.124614558169159e-05
-38.5,13.563391,0.14466357,0.024752885268139745,6.982642056589777e-05
-38.75,13.481253,0.14329384,0.025753820194220692,0.00010718488012966902
-39.0,13.106387,0.1410576,0.026657512988350857,5.604585275553161e-05
-39.25,12.798082,0.1388301,0.02721915867017663,8.625611645510848e-05
-39.5,12.965683,0.14255297,0.026354472164108817,0.00012802018166295154
-39.75,13.147579,0.14075948,0.024126033593824488,0.00014327647802395098
-40.0,12.796462,0.14306681,0.02294960015941514,0.00015045403515397324
-40.25,12.444474,0.14357959,0.02177559014009816,0.0001353117755507619
-40.5,12.107199,0.14352717,0.021270857835852582,0.00017399922920309976
-40.75,11.890227,0.13874748,0.02221546741746227,0.0002602372814825973
-41.0,11.504308,0.13325675,0.024214096800228558,0.0003279263298895399
-41.25,10.777492,0.12939323,0.026084039344550662,0.0004585066916430054
-41.5,9.947015,0.12744354,0.02554517797977501,0.00044217750221468903
-41.75,9.660474,0.1287621,0.027792191357346056,0.00046212099469411446
-42.0,9.380244,0.13002504,0.02829815313682793,0.0005011456830554313
-42.25,10.016982,0.13437961,0.027446016142929512,0.0004992264193081963
-42.5,10.596694,0.13611433,0.027430517376809644,0.00047037411849761474
-42.75,10.603213,0.13939111,0.028384405337505463,0.000541949462353813
-43.0,10.692644,0.14193656,0.030437312811912105,0.0005709573943603996
-43.25,10.409062,0.14727372,0.03155330257952366,0.0006168431528261962
-43.5,10.131832,0.15869708,0.03640906913538535,0.0005971175638285089
-43.75,9.944367,0.16214308,0.04077469240640097,0.0005740595514647627
-44.0,9.722725,0.154342,0.040513746768380134,0.000616334886510591
-44.25,9.509114,0.15177755,0.040526931849229085,0.0006258664809744841
-44.5,9.256006,0.15423276,0.04126915860242252,0.0006263304955285529
-44.75,9.036368,0.15258445,0.04227210196895876,0.0006410982375424625
-45.0,9.059086,0.14884447,0.042585016930621604,0.0006245193479501683
-45.25,8.625095,0.14769068,0.04465694880831069,0.0006133225447169824
-45.5,8.552464,0.14410566,0.043357650670302166,0.000564810795980613
-45.75,8.550799,0.14867002,0.04362426124542598,0.000579080307569075
-46.0,8.470078,0.15109468,0.041616297785943675,0.0006136220167188541
-46.25,8.535328,0.15403767,0.03940914756373355,0.0006608450963445331
-46.5,9.145126,0.15003546,0.03880029678344726,0.0007646839807579375
-46.75,7.874333,0.1792932,0.03941915628184444,0.0008183370865341548
-47.0,7.312238,0.19858055,0.04111281470404767,0.0005945693119461707
-47.25,7.8623824,0.18221669,0.03748102034100834,0.0005671321212875177
-47.5,7.718549,0.17838132,0.037916657062791154,0.0007008992367834779
-47.75,7.393665,0.17641954,0.037970950226954486,0.0006878358077095902
-48.0,7.478218,0.17232965,0.036467269936485976,0.0006702148004451676
-48.25,6.9239044,0.16963044,0.037078839730525365,0.0007162451766575304
-48.5,6.394417,0.18706913,0.03666297071234649,0.0007517706307456316
-48.75,6.387241,0.17674395,0.03820192657249129,0.0006983564452022848
-49.0,5.8524632,0.17999291,0.04185371974004587,0.0006803484210972728
-49.25,5.6237054,0.16736954,0.041680328578643455,0.0006160172431365304
-49.5,6.314769,0.17575993,0.041032877154362477,0.0006707377811831892
-49.75,6.412959,0.17987522,0.04196242404477292,0.0006370745099777928
-50.0,5.7500143,0.18802193,0.04757322990251424,0.0005762406113404893
-50.25,5.7066007,0.17856333,0.04779289827498305,0.0006052933116272142
-50.5,4.8653703,0.16699368,0.04986448638605936,0.0006120694383612652
-50.75,4.732389,0.1624885,0.051543755414153354,0.0004989478720918946
-51.0,5.680542,0.15517177,0.05125904335642131,0.0004581821767616813
-51.25,5.7982807,0.15327473,0.049328913632117714,0.00048071337635573663
-51.5,6.0002804,0.15046439,0.03779082565650768,0.00044404769754749366
-51.75,6.396768,0.1505159,0.031958644701086954,0.00035291506928330265
-52.0,6.3611035,0.14707597,0.029973063151041666,0.0005108754118715507
-52.25,5.726385,0.14229158,0.03908960757048233,0.0004793345184676642
-52.5,5.7502127,0.14245707,0.03868053196708937,0.0004640556718920164
-52.75,6.2622366,0.14573517,0.03443838456748189,0.00033972129117751463
-53.0,5.681025,0.14948884,0.035576181605242306,0.0003329376783491909
-53.25,5.7581267,0.14277916,0.026740687040769807,0.000446809178358903
-53.5,5.4048986,0.14338636,0.03165198758522176,0.0003967037998278689
-53.75,5.6447163,0.14995006,0.030954997265125486,0.0002909698663160319
-54.0,5.5881915,0.14175762,0.029663024483338102,0.0005030242077477737
-54.25,4.0677967,0.15263633,0.03599357773063947,9.593452124491978e-05
-54.5,3.4126408,0.14549378,0.03772673752898305,1.2953145207664706e-05
-54.75,3.6134398,0.14559938,0.036573260210562446,4.1104083259900396e-05
-55.0,3.9515557,0.13688989,0.03462054708729619,0.00013631860476843316
-55.25,4.4920573,0.13404228,0.032104803997537366,1.0938747259585735e-05
-55.5,5.424366,0.13018595,0.003706917140794837,0.0004745543845321821
-55.75,,,,
-56.0,,,,
-56.25,,,,
-56.5,,,,
-56.75,,,,
-57.0,,,,
-57.25,,,,
-57.5,,,,
-57.75,,,,
-58.0,,,,
-58.25,,,,
-58.5,,,,
-58.75,,,,
-59.0,,,,
-59.25,,,,
-59.5,,,,
-59.75,,,,
-60.0,,,,
-60.25,,,,
-60.5,,,,
-60.75,,,,
-61.0,,,,
-61.25,,,,
-61.5,,,,
-61.75,,,,
-62.0,-2.4573977,0.55642354,0.030719707323157267,0.0003610590748164965
-62.25,-1.6415138,0.5303715,0.04684921928074049,0.00023770796216052511
-62.5,,,,
-62.75,,,,
-63.0,-4.1784463,0.5424027,0.035194224481997285,0.0001124581824178281
-63.25,-5.0043936,0.632378,0.04454882509219721,-0.00023461116026647343
-63.5,-5.9033914,0.63037515,0.04983888782740791,-0.0004967776732744227
-63.75,-8.072419,0.64987797,0.04967607581097147,-0.00012811060185017792
-64.0,-8.889352,0.6584919,0.03798471684512414,-0.0006540692453327856
-64.25,-8.385485,0.6243136,0.04424938183475808,-0.0005718484564103942
-64.5,-8.04289,0.6357079,0.05090435241320118,-0.000388997273045297
-64.75,-8.710178,0.613195,0.055220109308045044,9.676071612731268e-05
-65.0,-9.747465,0.6545819,0.06532260776306531,-0.0001896676458186985
-65.25,-9.797311,0.6655469,0.03274585889733355,0.0006523571353151192
-65.5,-11.030866,0.6924043,0.024265510578594548,0.0003590538831013243
-65.75,-11.45465,0.7061226,0.011015600325222873,4.160676472610777e-05
-66.0,-12.428987,0.72430724,0.012359028691830845,-0.00045499512649565903
-66.25,-13.188202,0.7315072,0.0033028853668232105,-0.0005021544299414117
-66.5,-14.5083475,0.7420492,0.004082432508111179,-0.0006119221630601629
-66.75,-14.909972,0.7373749,-0.0013842527204532666,-0.0006111355430904439
-67.0,-16.230667,0.7393184,-0.0022801695590161067,-0.0006164951859472546
-67.25,-17.696445,0.744101,0.0007438463060074772,-0.0007455475638025233
-67.5,-19.101276,0.74630874,0.0023399853439804944,-0.0008418693229648637
-67.75,-20.661495,0.75424314,0.0033115923495190642,-0.0009644152372149948
-68.0,-22.098347,0.7581605,0.0041913889285005385,-0.0009557283464817183
-68.25,-23.781857,0.7606999,0.004620927241470757,-0.0009414539353047732
-68.5,-24.76986,0.7593054,0.005721865778384002,-0.000930826970681607
-68.75,-25.53831,0.75790143,0.0076511620596743,-0.0009003926635710914
-69.0,-26.355442,0.7600335,0.00880628781796771,-0.0008976587912310724
-69.25,-26.636162,0.7589187,0.00972037777453403,-0.0008650278953148306
-69.5,-27.340462,0.7594146,0.010860109154356618,-0.0008989043830059405
-69.75,-26.971031,0.7604298,0.012647931965239043,-0.0008951527482778643
-70.0,-26.83724,0.7632309,0.01489142076199675,-0.0011881726095953548
-70.25,-26.409122,0.76338124,0.018062867134530015,-0.0011561211280868631
-70.5,-26.930475,0.7627149,0.019942699722056843,-0.0011779686081622707
-70.75,-27.176077,0.76005524,0.022198817107988444,-0.0012354694187566909
-71.0,-27.921392,0.75914216,0.02291232246764968,-0.0013019243309840998
-71.25,-28.83314,0.75997794,0.02260889603238955,-0.001315826557177481
-71.5,-29.687874,0.7633365,0.02290435812224884,-0.0015375163568599887
-71.75,-30.424166,0.7651725,0.024203341053665176,-0.0014495478808720524
-72.0,-31.0022,0.76386774,0.0251461166813022,-0.0014521499627045437
-72.25,-31.93797,0.7672608,0.025956266072290568,-0.0014152860176643775
-72.5,-32.63149,0.76841426,0.02712506134586454,-0.0014111572749570997
-72.75,-32.563446,0.7677842,0.02920899437172077,-0.0013262583395951193
-73.0,-32.82711,0.7652524,0.030640046359886212,-0.0013104600247947661
-73.25,-33.239147,0.7646553,0.03149845654544085,-0.0013079669005680431
-73.5,-33.820244,0.7653485,0.03102955858551597,-0.0013180569911273037
-73.75,-34.06692,0.765517,0.03124045118904568,-0.0013067470527745213
-74.0,-34.104195,0.7634596,0.031937313792121856,-0.001280856907082748
-74.25,-34.14659,0.7614773,0.033437808729608894,-0.0012161025552216227
-74.5,-34.176235,0.7651086,0.034168937420404555,-0.0011036327163371617
-74.75,-34.269196,0.7689756,0.033239614716249206,-0.001035642533060934
-75.0,-34.50303,0.7719279,0.032016024761679814,-0.0010454430441719622
-75.25,-34.345325,0.7705722,0.03131036795702501,-0.0009736528118911091
-75.5,-34.49029,0.7718404,0.030226659235412873,-0.0009510390428300358
-75.75,-34.8577,0.7708174,0.027701262083270083,-0.0009213958938748343
-76.0,-35.502316,0.7699627,0.02543687365829929,-0.0008815689496385781
-76.25,-35.883186,0.7685628,0.024604956290700586,-0.0008451973650378182
-76.5,-36.21511,0.7682196,0.02451891306978691,-0.0008213868439933511
-76.75,-36.444523,0.7666364,0.02470762243844314,-0.0007308126473515041
-77.0,-36.520645,0.76682943,0.02461222792574741,-0.0006905875643602348
-77.25,-35.834755,0.7625236,0.024508449194153042,-0.000708435242841084
-77.5,-35.57363,0.75851965,0.02463244156675854,-0.0006213002785025687
-77.75,-35.556244,0.76193696,0.024118138173520345,-0.0006005555069676476
-78.0,-35.449154,0.7638446,0.024139327683206504,-0.0006346704732117351
-78.25,-34.722404,0.7522326,0.023923524990099775,-0.0005587443823080573
-78.5,-34.78297,0.7595974,0.022642790706837237,-0.0005426854106827058
-78.75,-34.910606,0.7668523,0.02196798144446479,-0.0006655369484302215
-79.0,-35.090588,0.7674324,0.021272892905894108,-0.0006707619781367445
-79.25,-35.26864,0.7665207,0.020586889013576047,-0.0006788355927320495
-79.5,-35.42518,0.76640576,0.01988866494588806,-0.0006722751435630275
-79.75,-35.56069,0.76492006,0.019115153045470012,-0.0006919921038735316
-80.0,-35.604362,0.7655348,0.018390838784296155,-0.0008684449975923208
-80.25,-35.53165,0.76553667,0.01791809843127854,-0.000866185885804575
-80.5,-35.59566,0.76460266,0.01715999719831679,-0.0009107358637603296
-80.75,-35.654884,0.7645511,0.016501880208075335,-0.0008933600968532804
-81.0,-35.60364,0.76432,0.016283301288954877,-0.0009205229289397812
-81.25,-35.476162,0.76701856,0.016333115582304877,-0.0010616019173088857
-81.5,-35.384327,0.77061987,0.016279185350390444,-0.0010421884312037972
-81.75,-35.39496,0.77036893,0.016162390160675787,-0.0010350598585994347
-82.0,-35.48835,0.76993394,0.016242480752548735,-0.0010566945123499719
-82.25,-35.57697,0.76881784,0.016584740523554856,-0.0010453523426060228
-82.5,-35.597603,0.7669587,0.017471748407336247,-0.0010581122165104905
-82.75,-35.558628,0.7676956,0.018210153068321338,-0.0011110695841663703
-83.0,-35.58861,0.7663146,0.019029496635215866,-0.001131065986348667
-83.25,-35.749233,0.7642768,0.019557237615907826,-0.0010901208508417803
-83.5,-35.85219,0.76332027,0.02005707411835159,-0.0010766822934546623
-83.75,-35.889725,0.761959,0.020818785031636557,-0.0010666708982041203
-84.0,-35.902527,0.76022506,0.021830424294955488,-0.0010123366113428188
-84.25,-35.929474,0.75751776,0.02306414863567997,-0.0009346653845449144
-84.5,-36.11506,0.7531281,0.024555703969393373,-0.0008787371174382847
-84.75,-36.56565,0.74698764,0.02650111044547408,-0.0007872801148085201
-85.0,-37.11574,0.7461717,0.02729116558222379,-0.000608755158521415
-85.25,-37.577774,0.751103,0.028244801069803285,-0.0004590177452326685
-85.5,-38.22092,0.7522045,0.029476352617936432,-0.0003696839179627705
-85.75,-39.077267,0.75325257,0.030560683554497314,-0.0003355458138087665
-86.0,-39.816242,0.7511699,0.031971359552392636,-0.0003465205930119408
-86.25,-40.340477,0.75550056,0.03374375024049178,-0.0003910423876978637
-86.5,-40.806786,0.75688046,0.03521919108588915,-0.00036364477142187705
-86.75,-41.358616,0.75777614,0.03565233236119367,-0.0003173147406393059
-87.0,-41.917828,0.7599363,0.035748710779752134,-0.0003564301600526784
-87.25,-42.51682,0.76147765,0.036150461897182004,-0.0003825043231284848
-87.5,-43.14509,0.76343095,0.036423261149493964,-0.00040876412632816656
-87.75,-43.76614,0.7666822,0.03623362162032565,-0.0004782615054200813
-88.0,-44.37356,0.7721441,0.035725944431507645,-0.0006157684569665487
-88.25,-44.94107,0.7781685,0.03513435649411114,-0.0007273753789851918
-88.5,-45.381325,0.7852671,0.034362060556089244,-0.0008535239407297782
-88.75,-45.613552,0.78885275,0.03331243706210224,-0.000918295845569332
-89.0,-45.622753,0.7891528,0.0322640414122798,-0.0008900699955973648
-89.25,-45.503723,0.78787196,0.031610263045859226,-0.0007259578658942727
-89.5,-45.42356,0.78955823,0.030725042333925402,-0.0007130943150372033
-89.75,-45.394497,0.7892163,0.03065865863578907,-0.0004912209458973096
-90.0,-45.417915,0.77820927,0.0262128614342731,0.00028144391719701786
