Latitude,T2M_mean_C,GLASS_albedo_mean,T2M_slope_C_per_year,GLASS_albedo_slope_per_year
39.75,11.166711,0.20797436,0.04483093642058856,-0.00021987456741024466
39.5,10.973282,0.2109325,0.044068321258994764,-0.00021816376706807708
39.25,10.70143,0.21330091,0.04447494780138223,-0.00024976166669183
39.0,10.646489,0.21221332,0.044388706751729304,-0.00023423137558903568
38.75,10.637825,0.20871034,0.044008209095940526,-0.00019144479215695215
38.5,10.71589,0.20661257,0.043623935995151616,-0.00018810227886511616
38.25,10.697295,0.20430332,0.04373327235227688,-0.00016757674912857217
38.0,10.857632,0.20160449,0.043878145007415145,-0.00012676757312810085
37.75,10.872345,0.20238885,0.0441333716210782,-0.00013102616645952375
37.5,11.049533,0.19745706,0.044230659718548795,-0.000115655131171341
37.25,11.267372,0.19459575,0.0442432250415126,-7.800316883030121e-05
37.0,11.27833,0.19473734,0.04382970523148801,-5.605742671613662e-05
36.75,11.141739,0.19619438,0.043017309533942893,-3.719796946579354e-05
36.5,10.685794,0.19438489,0.042150978560331995,-5.44936074703419e-05
36.25,10.280931,0.19675153,0.04229795981250379,-5.251489029522392e-05
36.0,9.885711,0.20297357,0.04331044662009437,-5.558027523076419e-05
35.75,10.011232,0.20518644,0.04422014721153184,-5.505234046005145e-05
35.5,10.431718,0.20493703,0.04417244619862007,-2.8914685597578107e-05
35.25,11.025608,0.20427741,0.04425095857062547,1.648972234518632e-05
35.0,11.54997,0.20603573,0.04462414876925741,7.489595899589494e-05
34.75,11.782711,0.20705713,0.044581544932882536,5.5678046192631085e-05
34.5,12.0036125,0.20667088,0.04536914328324087,5.452400587681664e-05
34.25,12.165438,0.20758732,0.04607743490471002,9.144522563669595e-05
34.0,12.329677,0.2069988,0.045986674344788085,0.00012201849635753734
33.75,12.609156,0.20648092,0.045829018099458066,0.00013303361064787532
33.5,13.012017,0.20830974,0.04580688254056212,0.00012805370624868986
33.25,13.505923,0.2096143,0.045731998975014884,0.00014320601675051894
33.0,14.03912,0.21021372,0.04571735136720914,0.00013258416275692801
32.75,14.555789,0.21123798,0.045528370064394155,0.00014415244073492827
32.5,14.997458,0.21470019,0.045458453529241695,9.084722006465596e-05
32.25,15.497024,0.21787927,0.04504301264761078,6.405260873642669e-05
32.0,15.878676,0.22102128,0.04443559394314718,2.7628830967870353e-05
31.75,16.190748,0.22446434,0.04430235011494948,1.187480473483305e-05
31.5,16.288517,0.22436787,0.04447561100777688,2.4834299726296838e-05
31.25,16.694649,0.22727546,0.04443911058349666,3.276967961942926e-05
31.0,17.059916,0.23196551,0.0440667366533059,2.8093452567582965e-05
30.75,17.270144,0.23516305,0.04384872208756329,3.1300638469912893e-05
30.5,17.327868,0.24081124,0.04372824993203079,3.8781075729420795e-05
30.25,17.521254,0.24390636,0.04275729986228414,5.3480111430475554e-05
30.0,17.879168,0.24035145,0.04225874565499066,7.612175644575274e-05
29.75,18.125553,0.23960416,0.04135447478794707,9.465324480983075e-05
29.5,18.444656,0.23767972,0.040507255640710046,0.00010426484909699144
29.25,18.805422,0.238711,0.03967548703304991,9.929635237455973e-05
29.0,19.063295,0.23742704,0.039538824436827325,0.00010522629775654399
28.75,19.251583,0.2383288,0.03955343183177392,0.00013511955889964738
28.5,19.62403,0.2394371,0.03942580110692752,0.0001316063516145141
28.25,20.08491,0.24279305,0.03959206787381645,0.0001318743228879466
28.0,20.54498,0.24447694,0.038870824176453704,0.00011557900871568159
27.75,21.104057,0.24167335,0.03847662384620135,0.00010457060917459778
27.5,21.716068,0.23964372,0.03790001525085064,0.0001154380185105286
27.25,22.205511,0.23887728,0.03711736835687697,0.0001168409576495761
27.0,22.624514,0.2352066,0.0367186137319171,0.00012194113328730115
26.75,23.018772,0.23149551,0.036346684214678994,0.00013287059418099723
26.5,23.234531,0.2313854,0.03617153189383853,0.00012121382024334165
26.25,23.402475,0.2306634,0.03602833059559698,0.00010298247307377019
26.0,23.52221,0.2310493,0.035735044041035335,0.00010106824030116294
25.75,23.5831,0.23580216,0.0356492887935283,0.00010799795077963276
25.5,23.53675,0.23862755,0.035235400761758746,0.000105175661831559
25.25,23.464912,0.23970017,0.034712821243112355,0.0001111062825833565
25.0,23.616413,0.23987783,0.03420295735745127,0.00011174552916957183
24.75,23.759453,0.24416566,0.033923307182796826,0.00012562467155971852
24.5,23.890598,0.2463826,0.03350388640603239,0.00012305278956136124
24.25,24.032581,0.24592608,0.03291423323686333,0.00012457859893634892
24.0,24.193216,0.24779817,0.032412391356014605,0.0001269858636327667
