Metric,ValidPixels,Mean,Median,Positive_fraction_percent,P10,P90
HeatRetentionTransitionIndex_P3_minus_P1,342128,0.1933337301015854,-0.01692066714167595,48.48565449188607,-0.957409143447876,1.8504244089126587
